id,name,status,county_winner,matched_county_fips,operator_group,mw,confidence,capacity_basis,capacity_mw_p05,capacity_mw_median,capacity_mw_p95
meta-forest-city-nc,Meta Forest City Data Center,operational,Trump,37161,Meta,,confirmed,model estimate,45.13342164624194,199.0610715410948,811.8122680932809
microsoft-person-county-roxboro-nc,Microsoft Person County Mega Park,permitted,Trump,37145,Microsoft,,confirmed,model estimate,325.56838092373533,1268.1446688297565,4778.917868460092
natelli-new-hill-nc,Natelli New Hill Digital Campus,cancelled,Harris,37183,Other,300.0,reported,reported,300.0,300.0,300.0
prsm-group-cumberland-county-nc,PRSM Group Cumberland County AI Data Center (undisclosed industrial park),proposed,Harris,37051,Other,225.0,reported,reported,225.0,225.0,225.0
pointone-lower-moncure-road-lee-county-nc,PointOne Lower Moncure Road Data Center (Lee County),proposed,Trump,37105,Other,90.0,reported,reported,90.0,90.0,90.0
powerhouse-charlotte-nc,PowerHouse Charlotte Campus,under_construction,Harris,37119,Other,300.0,confirmed,reported,300.0,300.0,300.0
project-delta-walnut-cove-nc,Project Delta Data Center – Stokes County,proposed,Trump,37169,Other,,reported,model estimate,422.9119099687345,1596.928504202702,5560.601919575231
quiet-data-centers-enfield-halifax-county-nc,Project Q — Quiet Data Centers Enfield (Halifax County),proposed,Harris,37083,Other,88.0,reported,reported,88.0,88.0,88.0
drox-group-rural-hall-forsyth-county-nc,Rural Hall Data Center (The Drox Group),proposed,Harris,37067,Other,,reported,model estimate,60.04283206942041,225.94068530870814,853.672286676211
terra-nexus-custer-avenue-fayetteville-cumberland-county-nc,Terra Nexus Custer Avenue Data Center (Fayetteville),proposed,Harris,37051,Other,,reported,model estimate,80.86174935359716,299.6837985193506,1134.9673707377517
whitefiber-nc1-madison-nc,WhiteFiber NC-1 AI Data Center Campus,operational,Trump,37157,Other,200.0,confirmed,reported,200.0,200.0,200.0
applied-digital-polaris-forge-1-ellendale-nd,Applied Digital Polaris Forge 1,under_construction,Trump,38021,Other,400.0,confirmed,reported,400.0,400.0,400.0
applied-digital-polaris-forge-2-harwood-nd,Applied Digital Polaris Forge 2,under_construction,Trump,38017,Other,280.0,confirmed,reported,280.0,280.0,280.0
1623-farnam-omaha-ne,1623 Farnam,operational,Harris,31055,Other,,confirmed,model estimate,41.10707436760841,439.93414195287477,3695.1753755971854
binary-net-vault-lincoln-ne,Binary Net The Vault Data Center,operational,Harris,31109,Other,,reported,model estimate,43.84079191825115,416.11045181582574,3783.71531460372
fnts-omaha-ne,First National Technology Solutions Omaha Data Center,operational,Harris,31055,Other,,reported,model estimate,39.00281227315155,414.0058586023258,3606.3797378089403
google-nebraska-ai-campus-proposed,Google Nebraska AI Campus (proposed),proposed,Trump,31131,Google,1000.0,reported,reported,1000.0,1000.0,1000.0
google-papillion-ne,Google Papillion Data Center,operational,Trump,31153,Google,,reported,model estimate,107.0417926086572,429.38659661484877,1724.8716357916278
h5-la-vista-ne,H5 Data Centers Omaha (La Vista),operational,Trump,31153,Other,,confirmed,model estimate,20.267757822975348,80.66525824535421,312.5680032544703
lightedge-papillion-ne,LightEdge Omaha Data Center,operational,Trump,31153,Other,,reported,model estimate,41.72601898176038,420.41774936047705,3700.136565134137
meta-sarpy-springfield-ne,Meta Sarpy Campus (Springfield expansion),under_construction,Trump,31153,Meta,,confirmed,model estimate,113.53599198977693,464.6030132925823,1827.0957346888626
sagebrush-hallam-hyperscale-campus-lancaster-ne,Sagebrush Hallam Hyperscale Campus (proposed),proposed,Harris,31109,Other,1700.0,reported,reported,1700.0,1700.0,1700.0
scott-data-center-omaha-ne,Scott Data Center,operational,Harris,31055,Other,,reported,model estimate,38.55312065916088,405.3906910474709,3928.7811998070624
tierpoint-omaha-bellevue-ne,TierPoint Omaha - Bellevue Data Center,operational,Trump,31153,Other,,reported,model estimate,45.21403631211652,413.09606442152943,3526.3281475303056
tierpoint-omaha-midlands-papillion-ne,TierPoint Omaha - Midlands Data Center,operational,Trump,31153,Other,,reported,model estimate,41.73098202599823,433.39665359946093,3672.9641753904725
a1-data-center-millville-nj,A1 Data Center Campus,cancelled,Trump,34011,Other,1400.0,reported,reported,1400.0,1400.0,1400.0
andover-hpc-development-nj,Andover HPC Data Center (former Newton Airport Site),proposed,Trump,34037,Other,,reported,model estimate,50.87667012427323,189.53139472407443,752.0352003725692
coreweave-kenilworth-nj,CoreWeave NEST Campus,under_construction,Harris,34039,Other,250.0,reported,reported,250.0,250.0,250.0
cyrusone-nym1-somerset-nj,CyrusOne NYM1 (Somerset),operational,Harris,34035,Other,,reported,model estimate,49.008513551542,417.6376085865544,3597.439143574876
equinix-ny5-nj,Equinix NY5,operational,Harris,34017,Other,,reported,model estimate,42.15565544191703,405.49644603100097,3414.476040274234
nebius-vineland-nj,Nebius Vineland Data Center,operational,Trump,34011,Other,300.0,confirmed,reported,300.0,300.0,300.0
atterix-raton-digital-hub-nm,Atterix Raton Advanced Digital Hub,proposed,Trump,35007,Other,50.0,reported,reported,50.0,50.0,50.0
new-era-energy-digital-lea-county-data-center-nm,Lea County Data Center,proposed,Trump,35025,Other,7000.0,reported,reported,7000.0,7000.0,7000.0
meta-los-lunas-ai-nm,Meta Los Lunas AI Expansion,under_construction,Trump,35061,Meta,,confirmed,model estimate,160.34166392529858,647.026518402102,2618.7126720373217
stargate-project-jupiter-dona-ana-nm,Stargate Project Jupiter,under_construction,Harris,35013,Other,1000.0,reported,reported,1000.0,1000.0,1000.0
zenith-volts-roswell-chaves-county-data-center-nm,Zenith Volts Roswell / Chaves County Data Center,permitted,Trump,35005,Other,1240.0,confirmed,reported,1240.0,1240.0,1240.0
apple-reno-nv,Apple Reno Data Center (Reno Technology Park),operational,Harris,32031,Other,,confirmed,model estimate,386.9790309957744,1461.0366303251537,5350.737974416849
colovore-reno-1-storey-county-nv,Colovore Reno 1 (RN01),permitted,Trump,32029,Other,,confirmed,model estimate,47.74210295789256,434.0987884210138,3501.4818057247403
databank-las1-las-vegas-nv,DataBank LAS1,operational,Harris,32003,Other,,reported,model estimate,37.974270027444526,410.8341900535393,3725.695792944294
edgecore-reno-campus-storey-county-nv,EdgeCore Reno Data Center Campus,under_construction,Trump,32029,Other,216.0,confirmed,reported,216.0,216.0,216.0
fleet-data-centers-storey-county-nv,Fleet Data Centers Storey County Campus (South Valley & Peru Ridge),under_construction,Trump,32029,Other,400.0,reported,reported,400.0,400.0,400.0
google-henderson-nv,Google Henderson Data Center,operational,Harris,32003,Google,,confirmed,model estimate,35.98611858577933,146.9561057579724,584.680630708158
manse-technology-campus-pahrump-nv,Manse Technology Campus,proposed,Trump,32023,Other,,reported,model estimate,252.42669137484143,975.1252446406982,3552.2124701919715
microsoft-silver-springs-lyon-county-nv,Microsoft Silver Springs Data Center Campus,proposed,Trump,32019,Microsoft,,reported,model estimate,90.55247937137555,363.27271435062545,1481.8875281652108
microsoft-fernley-nv,Microsoft Victory Logistics District Campus,proposed,Trump,32019,Microsoft,,reported,model estimate,98.35746553281166,389.19993887860267,1485.7929502102027
monarch-data-center-yerington-nv,Monarch Data Center,permitted,Trump,32019,Other,1000.0,confirmed,reported,1000.0,1000.0,1000.0
novva-tahoe-reno-storey-county-nv,Novva Tahoe Reno Data Center,operational,Trump,32029,Other,60.0,confirmed,reported,60.0,60.0,60.0
powerhouse-reno-storey-county-nv,PowerHouse Reno Campus,under_construction,Trump,32029,Other,65.0,reported,reported,65.0,65.0,65.0
switch-apex-industrial-park-north-las-vegas-nv,Switch Apex Industrial Park Land Position,proposed,Harris,32003,Other,,reported,model estimate,117.41167248489626,461.02681773638665,1792.6871963904307
switch-citadel-storey-county-nv,Switch CITADEL Campus,operational,Trump,32029,Other,650.0,confirmed,reported,650.0,650.0,650.0
switch-edge-1-nv,Switch Edge 1,operational,Harris,32003,Other,,reported,model estimate,40.69408712530787,398.5576666014813,3698.9742740114343
switch-las-vegas-10-nv,Switch Las Vegas 10,operational,Harris,32003,Other,,reported,model estimate,42.595850239109936,420.6626658263319,3950.256424608789
switch-las-vegas-11-nv,Switch Las Vegas 11,operational,Harris,32003,Other,,reported,model estimate,39.13585271905419,411.4697670821487,3778.8490475486024
switch-las-vegas-12-nv,Switch Las Vegas 12,operational,Harris,32003,Other,,reported,model estimate,40.120611284924294,400.0174966711149,3763.2220212618327
switch-las-vegas-5-nv,Switch Las Vegas 5,operational,Harris,32003,Other,,reported,model estimate,41.68678445115785,405.41461768119837,3547.512588169512
switch-las-vegas-7-nv,Switch Las Vegas 7,operational,Harris,32003,Other,,reported,model estimate,42.30162162855255,401.94516585360657,3352.0703298826115
switch-las-vegas-9-nv,Switch Las Vegas 9,operational,Harris,32003,Other,,reported,model estimate,40.5563887601812,387.1777070850645,3574.252406239308
switch-tahoe-reno-1-the-citadel-campus-nv,Switch Tahoe Reno 1 (The Citadel Campus),operational,Trump,32029,Other,650.0,reported,reported,650.0,650.0,650.0
switch-tahoe-reno-2-the-citadel-campus-nv,Switch Tahoe Reno 2 (The Citadel Campus),operational,Trump,32029,Other,,reported,model estimate,43.59836611031188,418.3540444596025,3591.7211606364212
switch-tahoe-reno-3-the-citadel-campus-nv,Switch Tahoe Reno 3 (The Citadel Campus),operational,Trump,32029,Other,,reported,model estimate,42.77920668501473,405.84059104742914,3614.683474045609
townsite-solar-2-boulder-city-nv,Townsite Solar 2 Boulder City Data Center,proposed,Harris,32003,Other,167.0,reported,reported,167.0,167.0,167.0
tract-silver-springs-nv,Tract Silver Springs Data Center Park,proposed,Trump,32019,Other,1600.0,reported,reported,1600.0,1600.0,1600.0
tract-virginia-highlands-storey-county-nv,Tract Virginia Highlands Technology Park,proposed,Trump,32029,Other,2500.0,reported,reported,2500.0,2500.0,2500.0
vantage-nv1-storey-county-nv,Vantage Data Centers NV1,under_construction,Trump,32029,Vantage,224.0,confirmed,reported,224.0,224.0,224.0
9ldg-niagara-falls-ny,9LDG Niagara AI Data Center,proposed,Trump,36063,Other,,reported,model estimate,16.422135846165677,63.26159275558901,235.38722017208437
digital-realty-jfk10-manhattan-ny,Digital Realty JFK10 (111 Eighth Avenue),operational,Harris,36061,Digital Realty,,confirmed,model estimate,41.18227419742121,416.40104564637807,3604.6986710179413
niagara-digital-campus-niagara-falls-ny,Niagara Digital Campus,proposed,Trump,36063,Other,135.0,reported,reported,135.0,135.0,135.0
nccs-nydig-massena-ny,North Country Colocation Services Massena Expansion,proposed,Trump,36089,Other,,reported,model estimate,131.60225937314112,489.1631184131977,1880.4117887728924
ranalli-lysander-ny,Ranalli Lysander Data Center,proposed,Harris,36067,Other,300.0,rumored,reported,300.0,300.0,300.0
riverview-innovation-tech-campus-tonawanda-ny,Riverview Innovation & Technology Campus,proposed,Harris,36029,Other,300.0,reported,reported,300.0,300.0,300.0
terawulf-lansing-ny,"TeraWulf AI Data Center Campus, Lansing",proposed,Harris,36109,Other,400.0,confirmed,reported,400.0,400.0,400.0
5c-group-vultr-prime-ohio-springfield-oh,5C Group / Vultr Data Center (Prime Ohio),under_construction,Trump,39023,Other,150.0,confirmed,reported,150.0,150.0,150.0
aws-crosby-court-franklin-county-oh,AWS Crosby Court Campus,operational,Harris,39049,Amazon,,reported,model estimate,33.4975433512239,138.18310795043845,547.6230766580019
aws-jefferson-township-fayette-oh,AWS Fayette County (Jefferson Township),under_construction,Trump,39047,Amazon,,confirmed,model estimate,39.249738094212894,396.5604649085218,3434.1916736636776
aws-hayden-run-hilliard-oh,AWS Hayden Run Campus,operational,Harris,39049,Amazon,,reported,model estimate,30.224588297657096,118.47674535790497,453.86475122984956
aws-industrial-parkway-jerome-township-oh,AWS Industrial Parkway Campus (Jerome Township),operational,Trump,39159,Amazon,,reported,model estimate,41.64780283574274,166.7950135193311,658.4645603646591
aws-3180-beech-road-new-albany-oh,AWS New Albany (3180 Beech Road),operational,Trump,39089,Amazon,,reported,model estimate,46.909384268609045,192.62768916006536,756.0808960272475
aws-newton-court-new-albany-oh,AWS New Albany (Newton Court),operational,Trump,39089,Amazon,,reported,model estimate,42.37997166967999,176.7720150697556,710.5367710551562
aws-project-cosmos-marysville-oh,AWS Project Cosmos,under_construction,Trump,39159,Amazon,,confirmed,model estimate,29.11380193963107,119.98615644265126,463.2463738073212
aws-galaxy-sidney-oh,"AWS Project Galaxy — Sidney, OH",under_construction,Trump,39149,Amazon,1500.0,reported,reported,1500.0,1500.0,1500.0
aws-warner-road-jerome-township-oh,AWS Warner Road Campus (Jerome Township),operational,Trump,39159,Amazon,,reported,model estimate,43.8448383081971,171.23687306336845,681.4296660094516
aligned-conesville-oh,Aligned Data Centers – Conesville Industrial Park,under_construction,Trump,39031,Other,,reported,model estimate,79.66633678354343,308.6345177048263,1166.6652529688147
aligned-pataskala-licking-oh,Aligned Data Centers — Pataskala,cancelled,Trump,39089,Other,200.0,confirmed,reported,200.0,200.0,200.0
aligned-chillicothe-ross-oh,Aligned HPC Campus at Former Pixelle Paper Mill (Chillicothe),proposed,Trump,39141,Other,,reported,model estimate,47.14559751821072,455.3359695877036,4049.6526310384925
aligned-neo-01-oh,Aligned NEO-01,under_construction,Trump,39043,Other,96.0,reported,reported,96.0,96.0,96.0
amazon-perry-township-stark-oh,Amazon Perry Township Data Center,under_construction,Trump,39151,Amazon,240.0,confirmed,reported,240.0,240.0,240.0
bitdeer-clarington-oh,Bitdeer Clarington HPC/AI Campus,under_construction,Trump,39111,Other,570.0,confirmed,reported,570.0,570.0,570.0
bitdeer-shalersville-portage-county-oh,Bitdeer Shalersville Data Center Campus,proposed,Trump,39133,Other,750.0,reported,reported,750.0,750.0,750.0
cipher-digital-ulysses-center-township-morgan-oh,Cipher Digital Ulysses,proposed,Trump,39115,Other,200.0,reported,reported,200.0,200.0,200.0
cologix-johnstown-oh,Cologix Johnstown AI-Ready Campus,under_construction,Trump,39089,Other,800.0,confirmed,reported,800.0,800.0,800.0
cyrusone-cin2-cincinnati-oh,CyrusOne CIN2 (Cincinnati),operational,Harris,39061,Other,,confirmed,model estimate,44.70783332708557,423.44855225026566,3571.452928834616
edged-columbus-new-albany-oh,Edged Columbus,operational,Harris,39049,Other,,confirmed,model estimate,11.371774126977078,44.705276581062215,176.07842641356342
google-bosc-lima-oh,Google Project BOSC (Lima),permitted,Trump,39003,Google,,confirmed,model estimate,82.47063274530656,342.16569403859825,1354.2938099486837
cipher-digital-hashworks-waterford-washington-oh,HashWorks Powered Land — Waterford Site,proposed,Trump,39167,Other,200.0,rumored,reported,200.0,200.0,200.0
meta-middleton-township-oh,Meta Bowling Green (Project Accordion),under_construction,Trump,39173,Meta,,confirmed,model estimate,76.45900448739422,311.8179239659928,1257.5320936619244
meta-prometheus-new-albany-oh,Meta Prometheus,under_construction,Trump,39089,Meta,1000.0,reported,reported,1000.0,1000.0,1000.0
microsoft-heath-oh,Microsoft Heath Data Center,under_construction,Trump,39089,Microsoft,,confirmed,model estimate,76.7596916843423,301.42216732138127,1145.1361134077606
microsoft-hebron-oh,Microsoft Hebron Data Center,under_construction,Trump,39089,Microsoft,,confirmed,model estimate,75.92521430458854,289.8816582679979,1154.3073609882692
oregon-industrial-park-data-center-lucas-oh,Oregon Industrial Park Data Center Campus,proposed,Harris,39095,Vantage,500.0,reported,reported,500.0,500.0,500.0
prologis-mila-trenton-oh,Prologis Project Mila,permitted,Trump,39017,Other,250.0,confirmed,reported,250.0,250.0,250.0
stack-nal01-new-albany-oh,STACK Infrastructure NAL01 (New Albany),operational,Harris,39049,Other,,reported,model estimate,40.88561524855836,390.7333650630293,3490.3508774841052
stargate-lordstown-oh,Stargate Lordstown Campus,under_construction,Trump,39155,Other,1500.0,reported,reported,1500.0,1500.0,1500.0
vantage-oh1-new-albany-licking-county-oh,Vantage Data Centers OH1,under_construction,Trump,39089,Vantage,192.0,confirmed,reported,192.0,192.0,192.0
vantage-oh2-millersport-fairfield-oh,Vantage Data Centers OH2 (Millersport Campus),under_construction,Trump,39045,Vantage,696.0,confirmed,reported,696.0,696.0,696.0
bitdeer-whitetail-creek-trumbull-county-oh,Whitetail Creek Data Center,proposed,Trump,39155,Other,,reported,model estimate,40.97789639806661,416.76121336680603,3751.3113100137302
oklahoma-ai-ventures-black-bear-noble-county-ok,Black Bear AI Data Center Campus,proposed,Trump,40103,Other,,reported,model estimate,46.41072466762131,451.4366829911969,3760.6264635370685
cerebras-oklahoma-city-ok,Cerebras Oklahoma City Data Center,operational,Trump,40109,Other,,confirmed,model estimate,40.588846615640946,399.8683437552256,3620.7675956492603
cloudburst-oklahoma-city-campus-ok,CloudBurst Oklahoma City Campus,proposed,Trump,40109,Other,200.0,reported,reported,200.0,200.0,200.0
core-scientific-muskogee-ok,Core Scientific Muskogee Campus,under_construction,Trump,40101,Other,1000.0,confirmed,reported,1000.0,1000.0,1000.0
fluidstack-okmulgee-county-ok,Fluidstack Okmulgee County Data Center,proposed,Trump,40111,Other,,confirmed,model estimate,42.12761703783893,419.5773075381906,3627.374867971354
google-muskogee-county-ok,Google Muskogee County Data Center Campuses,proposed,Trump,40101,Google,,reported,model estimate,47.7813908728115,476.9145793658919,4000.697608818811
google-pryor-ok,Google Pryor Data Center Campus (Mayes County Expansion),operational,Trump,40097,Google,,confirmed,model estimate,43.669159988149374,451.0358469035949,4079.471285451102
google-stillwater-ok,Google Stillwater Data Center Campus,under_construction,Trump,40119,Google,,confirmed,model estimate,132.75984272252356,557.0955929503839,2186.5033311438974
host-digital-northeast-oklahoma-ok,Host Digital Northeast Oklahoma Data Center,operational,Trump,40143,Other,43.0,reported,reported,43.0,43.0,43.0
iren-woods-county-ok,IREN Woods County Campus,proposed,Trump,40151,Other,1600.0,reported,reported,1600.0,1600.0,1600.0
isocentric-networks-tulsa-ok,Isocentric Networks Tulsa Data Center,operational,Trump,40143,Other,,reported,model estimate,42.12288264859739,421.6585743406305,3800.027580299513
meta-anthem-tulsa-ok,Meta Project Anthem — Tulsa,under_construction,Trump,40143,Meta,,confirmed,model estimate,90.86563361550786,358.4462242560579,1451.0124881642232
buckley-bros-pawhuska-ok,Pawhuska AI Data Center,proposed,Trump,40113,Other,10.0,reported,reported,10.0,10.0,10.0
potentia-oklahoma-campus-02-inola-ok,Potentia Oklahoma Campus 02 (Inola),proposed,Trump,40131,Other,2000.0,reported,reported,2000.0,2000.0,2000.0
beale-project-clydesdale-tulsa-county-ok,Project Clydesdale,under_construction,Trump,40143,Other,,confirmed,model estimate,158.31015086740578,600.4819477516273,2206.691859493656
google-spring-sand-springs-ok,Project Spring (Sand Springs),proposed,Trump,40113,Google,,reported,model estimate,243.69239274043633,972.9197156875225,3948.3001063820284
rack59-oklahoma-city-ok,RACK59 Data Center,operational,Trump,40109,Other,,confirmed,model estimate,41.46525558354557,418.97072846479296,3640.0217889750734
tierpoint-oklahoma-city-ok,TierPoint Oklahoma City (OKC / OKC2),operational,Trump,40109,Other,,confirmed,model estimate,39.60325876204194,409.87388691588484,3560.933383202417
tierpoint-tulsa-state-farm-ok,TierPoint Tulsa - State Farm,operational,Trump,40143,Other,,confirmed,model estimate,38.42886052260731,409.85155632114277,3716.8122962391217
tulsaconnect-downtown-dc5-tulsa-ok,TulsaConnect Downtown (DC-5),operational,Trump,40143,Other,,reported,model estimate,42.199317787812134,398.2068558515864,3632.522779854536
tulsaconnect-east-dc3-tulsa-ok,TulsaConnect East (DC-3),operational,Trump,40143,Other,,confirmed,model estimate,43.280737922996416,400.0482447900298,3855.8668694891226
aligned-pdx-01-or,Aligned PDX-01,operational,Harris,41067,Other,,reported,model estimate,19.009918014480697,74.56702245328106,263.1845026610873
aws-boardman-morrow-county-or,Amazon Boardman Exascale Data Center Campus,proposed,Trump,41049,Amazon,1000.0,reported,reported,1000.0,1000.0,1000.0
crane-pdx01-forest-grove-or,Crane PDX01,under_construction,Harris,41067,Other,76.0,confirmed,reported,76.0,76.0,76.0
flexential-portland-hillsboro-4-pdx04-or,Flexential Portland - Hillsboro 4 (PDX04),operational,Harris,41067,Other,,reported,model estimate,41.57843245397451,416.9576184711142,3537.139596115699
google-the-dalles-or,Google The Dalles Data Center Campus,operational,Trump,41065,Google,,confirmed,model estimate,43.66475317517083,459.93120555933535,4044.7431526563573
meta-prineville-or,Meta Prineville Data Center Campus,operational,Trump,41013,Meta,,confirmed,model estimate,67.11989480402801,280.0847344032278,1131.6746733681478
sabey-umatilla-or,SDC Umatilla Campus,under_construction,Trump,41059,Other,150.0,reported,reported,150.0,150.0,150.0
stack-hillsboro-or,STACK Hillsboro Campus,proposed,Harris,41067,Other,75.0,reported,reported,75.0,75.0,75.0
aws-cumulus-salem-township-pa,"AWS Cumulus Data Center Campus, Salem Township",under_construction,Trump,42079,Amazon,960.0,confirmed,reported,960.0,960.0,960.0
aws-falls-township-pa,"Amazon Web Services Innovation Campus, Falls Township",under_construction,Trump,42017,Amazon,,confirmed,model estimate,40.74806708745298,398.28281733914525,3451.8236860766706
ardent-pittsburgh-mckees-rocks-pa,Ardent Data Centers Pittsburgh (McKees Rocks),operational,Harris,42003,Other,20.0,reported,reported,20.0,20.0,20.0
breaker-street-data-center-jessup-lackawanna-pa,Breaker Street Data Center Campus,proposed,Harris,42069,Other,600.0,reported,reported,600.0,600.0,600.0
coreweave-lancaster-pa,CoreWeave Lancaster Data Center,proposed,Trump,42071,Other,300.0,reported,reported,300.0,300.0,300.0
flexential-philadelphia-collegeville-phl01-pa,Flexential Philadelphia - Collegeville (PHL01),operational,Harris,42091,Other,,reported,model estimate,42.69788448907572,415.7223627110784,3574.913412953435
homer-city-energy-campus-pa,Homer City Energy Campus,under_construction,Trump,42063,Other,4500.0,reported,reported,4500.0,4500.0,4500.0
powerhouse-pax-carlisle-pa,PAX — Pennsylvania Digital I,under_construction,Trump,42041,Other,1350.0,confirmed,reported,1350.0,1350.0,1350.0
panther-creek-hpc-ai-campus-nesquehoning-pa,Panther Creek HPC/AI Data Center Campus,under_construction,Trump,42025,Other,,confirmed,model estimate,44.51880805535084,414.04200479342177,3643.9582721913935
project-gravity-archbald-lackawanna-county-pa,Project Gravity,proposed,Harris,42069,Other,,reported,model estimate,78.71089329535488,306.3676516108403,1074.369149094446
project-hazelnut-hazle-township-pa,Project Hazelnut,proposed,Trump,42079,Other,,reported,model estimate,334.99501863592764,1254.596156158248,4595.930422050216
renaissance-park-upper-merion-king-of-prussia-pa,Renaissance Park and Innovation Data Center Campus,proposed,Harris,42091,Other,,confirmed,model estimate,42.65264037020748,410.3761830587531,3789.4873893807044
sentinel-east-whiteland-chester-county-pa,Sentinel East Whiteland Data Center,under_construction,Harris,42029,Other,300.0,reported,reported,300.0,300.0,300.0
slate-belt-holdings-upper-mount-bethel-northampton-pa,Slate Belt Holdings Data Center Campus (Upper Mount Bethel),proposed,Trump,42095,Other,,reported,model estimate,223.81140557884544,828.2384731725249,3318.5033582053684
allegheny-dc-springdale-cheswick-pa,Springdale Data Center (former Cheswick Generating Station),proposed,Harris,42003,Other,180.0,confirmed,reported,180.0,180.0,180.0
tecfusions-keystone-connect-upper-burrell-pa,TECfusions Keystone Connect,proposed,Trump,42129,Other,3000.0,confirmed,reported,3000.0,3000.0,3000.0
talen-montour-data-center-campus-montour-county-pa,Talen Energy Montour Data Center Campus,proposed,Trump,42093,Other,,reported,model estimate,42.69299061929601,439.1259718977145,3603.1076831825476
triboro-industrial-park-jessup-olyphant-lackawanna-county-pa,Triboro Industrial Park / Triboro Commerce Park,permitted,Harris,42069,Other,,reported,model estimate,187.0117865510312,715.5876964610331,2718.2017516143023
wildcat-ridge-archbald-lackawanna-county-pa,Wildcat Ridge AI Data Center Campus,proposed,Harris,42069,Other,1600.0,reported,reported,1600.0,1600.0,1600.0
ecp-york-2-energy-center-data-center-peach-bottom-york-pa,York 2 Energy Center Data Center,proposed,Trump,42133,Other,,reported,model estimate,45.73444511161999,441.7671768411203,3738.1497006334507
hanton-city-smithfield-ri,Hanton City Business Park (data center anchor),proposed,Harris,44007,Other,,reported,model estimate,44.02133468994518,401.7205596504385,3658.472251935481
google-moncks-corner-sc,Google Berkeley County Data Center (Moncks Corner),operational,Trump,45015,Google,,confirmed,model estimate,42.90567602542383,452.0469030261567,3828.2081673166867
google-ridgeville-sc,Google Ridgeville Data Center (Project Dawson),under_construction,Trump,45035,Google,,confirmed,model estimate,94.16236570174546,377.46944119545014,1408.9661386663795
google-winding-woods-st-george-sc,Google Winding Woods Campus,under_construction,Trump,45035,Google,,confirmed,model estimate,86.60861137864605,347.0106784780105,1360.1531961036153
meta-aiken-county-sc,Meta Aiken Data Center,under_construction,Trump,45003,Meta,200.0,confirmed,reported,200.0,200.0,200.0
northmark-spartanburg-sc,NorthMark Spartanburg Computing Center,under_construction,Trump,45083,Other,450.0,confirmed,reported,450.0,450.0,450.0
project-boulder-colleton-county-sc,Project Boulder,proposed,Trump,45029,Other,,reported,model estimate,247.07732364129586,941.02812764911,3613.682832793065
applied-digital-deuel-county-sd,Applied Digital Deuel County AI Campus,cancelled,Trump,46039,Other,430.0,confirmed,reported,430.0,430.0,430.0
gemini-data-center-sioux-falls-sd,Sioux Falls Technology Park (Gemini Data Center),permitted,Trump,46099,Other,500.0,confirmed,reported,500.0,500.0,500.0
cielo-clarksville-tn,Cielo Montgomery County AI Campus,proposed,Trump,47125,Other,350.0,reported,reported,350.0,350.0,350.0
xai-colossus-memphis-tn,Colossus,operational,Harris,47157,Other,1200.0,reported,reported,1200.0,1200.0,1200.0
google-montgomery-county-tn,Google Montgomery County Data Center,operational,Trump,47125,Google,,confirmed,model estimate,44.72313538449482,437.73659716692873,3754.278413850213
meta-gallatin-tn,Meta Gallatin Data Center Campus,operational,Trump,47165,Meta,,confirmed,model estimate,179.93406604134026,716.0425284988778,3046.3535074284646
aligned-dfw-01-tx,Aligned DFW-01,operational,Trump,48085,Other,,reported,model estimate,42.79629630741363,416.4414584160685,3389.567246336176
aligned-dfw-03-tx,Aligned DFW-03,operational,Trump,48439,Other,,reported,model estimate,18.346752669359514,72.13105114682156,264.2765179972839
aligned-project-caprock-hale-county-tx,Aligned Data Centers Project Caprock,under_construction,Trump,48189,Other,540.0,confirmed,reported,540.0,540.0,540.0
blockchain-digital-infrastructure-collin-county-tx,BlockchAIn Collin County AI GPU Hosting Site,under_construction,Trump,48085,Other,,reported,model estimate,41.46065255826016,420.57809676447744,3653.1901213302394
blockchain-digital-infrastructure-reeves-county-tx,BlockchAIn Reeves County AI GPU Hosting Site,proposed,Trump,48389,Other,,reported,model estimate,44.178246489009474,438.79696697324766,3931.6653150062334
cipher-barber-lake-colorado-city-tx,Cipher Barber Lake Campus,under_construction,Trump,48335,Other,300.0,confirmed,reported,300.0,300.0,300.0
cipher-black-pearl-wink-tx,Cipher Black Pearl Campus,under_construction,Trump,48495,Other,300.0,confirmed,reported,300.0,300.0,300.0
cleanspark-austin-county-tx,CleanSpark Austin County AI Data Center Campus,proposed,Trump,48015,Other,285.0,confirmed,reported,285.0,285.0,285.0
cleanspark-brazoria-county-tx,CleanSpark Brazoria County (Second Texas) Campus,proposed,Trump,48039,Other,300.0,reported,reported,300.0,300.0,300.0
cloudburst-san-marcos-tx,CloudBurst San Marcos GigaCenter,under_construction,Harris,48209,Other,1200.0,reported,reported,1200.0,1200.0,1200.0
comanche-circle-sailfish-hood-county-tx,Comanche Circle,proposed,Trump,48221,Other,2000.0,reported,reported,2000.0,2000.0,2000.0
core-scientific-austin-tx,Core Scientific Austin Data Center (Austin 1),operational,Harris,48453,Other,200.0,confirmed,reported,200.0,200.0,200.0
core-scientific-denton-tx,Core Scientific Denton Data Center (Denton 1),under_construction,Trump,48121,Other,260.0,confirmed,reported,260.0,260.0,260.0
core-scientific-pecos-tx,Core Scientific Pecos AI Campus,under_construction,Trump,48389,Other,1500.0,confirmed,reported,1500.0,1500.0,1500.0
